timestamp_utc,elapsed_s,cook_type,cook_name,mode,fan_speed_rpm,chamber_temp_f,effective_probe_temp_f,probe_source,esp32_probe_temp_f,inkbird_connected,inkbird_battery_pct,inkbird_internal_1_f,inkbird_internal_2_f,inkbird_internal_3_f,inkbird_internal_4_f,inkbird_ambient_f,inkbird_internal_1_raw_f,inkbird_internal_2_raw_f,inkbird_internal_3_raw_f,inkbird_internal_4_raw_f,inkbird_ambient_raw_f,drawer_closed,set_temperature_f,top_heater_duty_pct,bottom_heater_duty_pct,paused,fault
2026-09-24T17:04:38.557+00:00,0.008,manual,Manual cook,temp,0,228.2,,esp32,,0,,,,,,,,,,,,1,375.0,0.0,0.0,0,NONE
2026-09-24T17:04:39.252+00:00,0.703,manual,Manual cook,temp,2100,227.3,,esp32,,0,,,,,,,,,,,,1,375.0,27.0,0.0,0,NONE
2026-09-24T17:04:40.252+00:00,1.703,manual,Manual cook,temp,2100,211.6,,esp32,,0,,,,,,,,,,,,1,375.0,67.0,0.0,0,NONE
2026-09-24T17:04:40.752+00:00,2.204,manual,Manual cook,temp,2100,211.6,,esp32,,0,,,,,,,,,,,,1,375.0,87.0,0.0,0,NONE
2026-09-24T17:04:41.752+00:00,3.203,manual,Manual cook,temp,2100,217.4,,esp32,,0,,,,,,,,,,,,1,375.0,100.0,0.0,0,NONE
2026-09-24T17:04:42.752+00:00,4.203,manual,Manual cook,temp,2100,219.6,,esp32,,0,,,,,,,,,,,,1,375.0,100.0,0.0,0,NONE
2026-09-24T17:04:43.752+00:00,5.203,manual,Manual cook,temp,2100,220.6,,esp32,,0,,,,,,,,,,,,1,375.0,100.0,0.0,0,NONE
2026-09-24T17:04:44.752+00:00,6.203,manual,Manual cook,temp,2100,222.8,,esp32,,0,,,,,,,,,,,,1,375.0,100.0,0.0,0,NONE
2026-09-24T17:04:45.752+00:00,7.203,manual,Manual cook,temp,2100,224.1,,esp32,,0,,,,,,,,,,,,1,375.0,100.0,0.0,0,NONE
2026-09-24T17:04:46.752+00:00,8.203,manual,Manual cook,temp,2100,225.1,,esp32,,0,,,,,,,,,,,,1,375.0,100.0,0.0,0,NONE
